GISMATCH,GISJOIN,GEOID,STATEFIP,State,PUMA,Name,state_puma,birthplace,x,y
"4805912",G48005912,"4805912","48",Texas,"05912",San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA,"4805912",,-98.43487,29.56457
"4805904",G48005904,"4805904","48",Texas,"05904",San Antonio City (Northwest)--Inside Loop I-410 PUMA,"4805904",,-98.53302,29.47829
"4800800",G48000800,"4800800","48",Texas,"00800","Texoma COG--Grayson, Cooke & Fannin Counties PUMA","4800800",,-96.66608,33.62014
"4806801",G48006801,"4806801","48",Texas,"06801",Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA,"4806801",,-97.98730,26.13187
"4806803",G48006803,"4806803","48",Texas,"06803","Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA","4806803",,-98.19693,26.14543
"4806806",G48006806,"4806806","48",Texas,"06806",Hidalgo County (Southwest)--Mission City PUMA,"4806806",,-98.32596,26.22169
"4806807",G48006807,"4806807","48",Texas,"06807",Hidalgo County (North & West) PUMA,"4806807",,-98.21827,26.50001
"4806805",G48006805,"4806805","48",Texas,"06805",Hidalgo County (Central)--McAllen City PUMA,"4806805",,-98.24126,26.21575
"4806802",G48006802,"4806802","48",Texas,"06802",Hidalgo County (East)--Alamo & Donna Cities PUMA,"4806802",,-98.04339,26.25172
"4806804",G48006804,"4806804","48",Texas,"06804",Hidalgo County (North Central)--Edinburg City PUMA,"4806804",,-98.16033,26.35819
"4804200",G48004200,"4804200","48",Texas,"04200",Orange & Hardin Counties PUMA,"4804200",,-94.24766,30.27338
"4803802",G48003802,"4803802","48",Texas,"03802","Heart of Texas COG--McLennan County--Waco (Outer), Hewitt & Robinson Cities PUMA","4803802",,-97.20401,31.55250
"4803801",G48003801,"4803801","48",Texas,"03801",Heart of Texas COG--McLennan County--Waco City (Central) PUMA,"4803801",,-97.15277,31.54964
"4805700",G48005700,"4805700","48",Texas,"05700",Alamo Area COG (Northeast)--Guadalupe County PUMA,"4805700",,-97.94858,29.58305
"4801000",G48001000,"4801000","48",Texas,"01000",Ark-Tex COG (West) PUMA,"4801000",,-95.29732,33.41593
"4801501",G48001501,"4801501","48",Texas,"01501",East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,"4801501",,-95.26083,32.38423
"4801502",G48001502,"4801502","48",Texas,"01502",East Texas COG (Central)--Smith County (West)--Tyler City PUMA,"4801502",,-95.33188,32.30598
"4801200",G48001200,"4801200","48",Texas,"01200","East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA","4801200",,-94.54365,32.66052
"4803900",G48003900,"4803900","48",Texas,"03900",Deep East Texas COG (West) & Walker County PUMA,"4803900",,-95.22171,30.94577
"4806500",G48006500,"4806500","48",Texas,"06500",Coastal Bend COG (Northeast) PUMA,"4806500",,-97.43730,28.25359
"4803200",G48003200,"4803200","48",Texas,"03200",Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA,"4803200",,-103.62932,30.91250
"4802600",G48002600,"4802600","48",Texas,"02600",West Central Texas COG (Outside Taylor County) PUMA,"4802600",,-99.74686,32.56020
"4802800",G48002800,"4802800","48",Texas,"02800",Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA,"4802800",,-100.86597,31.34530
"4806400",G48006400,"4806400","48",Texas,"06400",South Texas Development Council (South) & Coastal Bend COG (West) PUMA,"4806400",,-98.62144,27.50803
"4803700",G48003700,"4803700","48",Texas,"03700",Heart of Texas COG (Outside McLennan County) & Navarro County PUMA,"4803700",,-96.82281,31.76750
"4802700",G48002700,"4802700","48",Texas,"02700",West Central Texas COG--Taylor County--Abilene City PUMA,"4802700",,-99.89012,32.30147
"4801700",G48001700,"4801700","48",Texas,"01700","East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA","4801700",,-94.78040,32.02193
"4800900",G48000900,"4800900","48",Texas,"00900","Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA","4800900",,-96.13186,33.09108
"4806200",G48006200,"4806200","48",Texas,"06200",Middle Rio Grande Development Council PUMA,"4806200",,-100.20196,29.30436
"4803000",G48003000,"4803000","48",Texas,"03000",Permian Basin Regional Planning Commission (Central)--Midland County--Midland City PUMA,"4803000",,-102.03162,31.86917
"4802900",G48002900,"4802900","48",Texas,"02900",Concho Valley COG--Tom Green County--San Angelo City PUMA,"4802900",,-100.46206,31.40440
"4800300",G48000300,"4800300","48",Texas,"00300",Panhandle Regional Planning Commission--Randall County--Amarillo City (South) PUMA,"4800300",,-101.89695,34.96585
"4806701",G48006701,"4806701","48",Texas,"06701",Cameron County (East)--Brownsville City (North) PUMA,"4806701",,-97.42620,26.11007
"4806703",G48006703,"4806703","48",Texas,"06703",Cameron County (South)--Brownsville City (Central) PUMA,"4806703",,-97.48237,25.92817
"4806702",G48006702,"4806702","48",Texas,"06702",Cameron County (West)--Harlingen & San Benito Cities PUMA,"4806702",,-97.73039,26.18832
"4804701",G48004701,"4804701","48",Texas,"04701","Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities PUMA","4804701",,-94.92436,29.37038
"4804702",G48004702,"4804702","48",Texas,"04702",Galveston County (Northwest)--League City & Friendswood City PUMA,"4804702",,-95.10804,29.48927
"4803100",G48003100,"4803100","48",Texas,"03100",Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City PUMA,"4803100",,-102.54276,31.86916
"4805100",G48005100,"4805100","48",Texas,"05100","Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA","4805100",,-97.17109,30.02745
"4802006",G48002006,"4802006","48",Texas,"02006",Denton County (North & West)--Denton City (Outer) PUMA,"4802006",,-97.15157,33.25912
"4802004",G48002004,"4802004","48",Texas,"02004","Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA","4802004",,-96.89957,33.14619
"4802003",G48002003,"4802003","48",Texas,"02003",Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,"4802003",,-97.15042,33.05938
"4802005",G48002005,"4802005","48",Texas,"02005",Denton County (Central)--Denton (Central) & Corinth Cities PUMA,"4802005",,-97.12924,33.19455
"4802002",G48002002,"4802002","48",Texas,"02002",Denton County (Southeast)--Lewisville City PUMA,"4802002",,-96.98329,33.04109
"4802001",G48002001,"4802001","48",Texas,"02001",Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA,"4802001",,-96.88533,33.02720
"4806000",G48006000,"4806000","48",Texas,"06000",Alamo Area COG (Northwest) & Blanco County PUMA,"4806000",,-98.91848,30.15792
"4804100",G48004100,"4804100","48",Texas,"04100",Deep East Texas COG (East) PUMA,"4804100",,-94.05620,31.09032
"4805500",G48005500,"4805500","48",Texas,"05500",Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,"4805500",,-97.37236,29.10889
"4806603",G48006603,"4806603","48",Texas,"06603",Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA,"4806603",,-97.37251,27.69615
"4806602",G48006602,"4806602","48",Texas,"06602",Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA,"4806602",,-97.42298,27.75564
"4806601",G48006601,"4806601","48",Texas,"06601",Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA,"4806601",,-97.64036,27.72410
"4804000",G48004000,"4804000","48",Texas,"04000",Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA,"4804000",,-94.61399,31.44711
"4801100",G48001100,"4801100","48",Texas,"01100",Ark-Tex COG (East)--Bowie & Cass Counties PUMA,"4801100",,-94.38275,33.25838
"4802101",G48002101,"4802101","48",Texas,"02101",Ellis County PUMA,"4802101",,-96.79448,32.34843
"4802200",G48002200,"4802200","48",Texas,"02200","North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties PUMA","4802200",,-98.15902,32.45555
"4805800",G48005800,"4805800","48",Texas,"05800",Alamo Area COG (Northeast)--Comal County PUMA,"4805800",,-98.27825,29.80818
"4805600",G48005600,"4805600","48",Texas,"05600",Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,"4805600",,-96.84781,28.67866
"4803601",G48003601,"4803601","48",Texas,"03601",Brazos Valley COG (Outside Brazos County) & Milam County PUMA,"4803601",,-96.37202,30.80472
"4805000",G48005000,"4805000","48",Texas,"05000",Houston-Galveston Area Council (West) PUMA,"4805000",,-96.20910,29.42623
"4803400",G48003400,"4803400","48",Texas,"03400","Central Texas COG (West), Burnet & Llano Counties PUMA","4803400",,-98.35084,31.18477
"4805400",G48005400,"4805400","48",Texas,"05400",Capital Area COG (Southwest)--Hays County PUMA,"4805400",,-98.03107,30.05815
"4801300",G48001300,"4801300","48",Texas,"01300","East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA","4801300",,-95.58746,32.72134
"4801800",G48001800,"4801800","48",Texas,"01800",East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,"4801800",,-95.74683,32.00028
"4803302",G48003302,"4803302","48",Texas,"03302",El Paso City (East) PUMA,"4803302",,-106.29980,31.77526
"4803304",G48003304,"4803304","48",Texas,"03304",El Paso City (Central) PUMA,"4803304",,-106.41939,31.78766
"4800600",G48000600,"4800600","48",Texas,"00600",North Texas Regional Planning Commission (Outside Wichita County) & Wise County PUMA,"4800600",,-98.79993,33.68881
"4803303",G48003303,"4803303","48",Texas,"03303",El Paso City (Southeast) PUMA,"4803303",,-106.31989,31.69590
"4803301",G48003301,"4803301","48",Texas,"03301",El Paso County (Outside El Paso City)--Socorro & Horizon Cities PUMA,"4803301",,-106.14884,31.73411
"4803305",G48003305,"4803305","48",Texas,"03305",El Paso City (North) PUMA,"4803305",,-106.43625,31.92249
"4803306",G48003306,"4803306","48",Texas,"03306",El Paso City (Northwest) PUMA,"4803306",,-106.55849,31.90177
"4800400",G48000400,"4800400","48",Texas,"00400",South Plains Association of Governments (Outside Lubbock County) PUMA,"4800400",,-101.74514,33.66856
"4804400",G48004400,"4804400","48",Texas,"04400",Houston-Galveston Area Council--Liberty & Chambers Counties PUMA,"4804400",,-94.74132,30.00800
"4806900",G48006900,"4806900","48",Texas,"06900",Coastal Bend COG (Southeast) & Willacy County PUMA,"4806900",,-97.88315,27.13399
"4804302",G48004302,"4804302","48",Texas,"04302",Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,"4804302",,-94.17383,29.86543
"4804301",G48004301,"4804301","48",Texas,"04301",Jefferson County (North Central)--Beaumont City PUMA,"4804301",,-94.14894,30.09194
"4802102",G48002102,"4802102","48",Texas,"02102",Johnson County PUMA,"4802102",,-97.36633,32.37901
"4806302",G48006302,"4806302","48",Texas,"06302",South Texas Development Council--Webb County (North & East)--Laredo City (Outer) PUMA,"4806302",,-99.33039,27.76281
"4806301",G48006301,"4806301","48",Texas,"06301",South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA,"4806301",,-99.48774,27.52877
"4802516",G48002516,"4802516","48",Texas,"02516",Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA,"4802516",,-97.42544,32.91588
"4802515",G48002515,"4802515","48",Texas,"02515",Tarrant County (West)--Fort Worth City (West) PUMA,"4802515",,-97.46292,32.78825
"4802512",G48002512,"4802512","48",Texas,"02512",Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820 PUMA,"4802512",,-97.31732,32.81182
"4802511",G48002511,"4802511","48",Texas,"02511",Fort Worth City (North)--East of I-35W & West of US-377 PUMA,"4802511",Austria,-97.28382,32.92712
"4802510",G48002510,"4802510","48",Texas,"02510",Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA,"4802510",,-97.22051,32.91122
"4802501",G48002501,"4802501","48",Texas,"02501","Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA","4802501",,-97.10531,32.92539
"4802514",G48002514,"4802514","48",Texas,"02514",Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA,"4802514",,-97.46947,32.64655
"4802509",G48002509,"4802509","48",Texas,"02509",Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA,"4802509",,-97.20381,32.79981
"4802502",G48002502,"4802502","48",Texas,"02502",Tarrant County (East)--Euless (South & West) & Arlington (North) Cities PUMA,"4802502",,-97.08743,32.81065
"4802506",G48002506,"4802506","48",Texas,"02506",Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20 PUMA,"4802506",,-97.27508,32.60354
"4802513",G48002513,"4802513","48",Texas,"02513",Fort Worth City (South Central) & Edgecliff Village Town PUMA,"4802513",,-97.35689,32.68165
"4802508",G48002508,"4802508","48",Texas,"02508","Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA","4802508",,-97.27487,32.71085
"4802507",G48002507,"4802507","48",Texas,"02507",Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820 PUMA,"4802507",,-97.17995,32.71457
"4802503",G48002503,"4802503","48",Texas,"02503",Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA,"4802503",,-97.08115,32.71962
"4802505",G48002505,"4802505","48",Texas,"02505",Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA,"4802505",,-97.12573,32.59975
"4802504",G48002504,"4802504","48",Texas,"02504",Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA,"4802504",,-97.08581,32.63975
"4805204",G48005204,"4805204","48",Texas,"05204",Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA,"4805204",,-97.83684,30.61843
"4805201",G48005201,"4805201","48",Texas,"05201",Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA,"4805201",,-97.53758,30.66970
"4805203",G48005203,"4805203","48",Texas,"05203","Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA","4805203",,-97.75654,30.49082
"4805202",G48005202,"4805202","48",Texas,"05202",Capital Area COG--Williamson County (Southeast)--Round Rock City PUMA,"4805202",,-97.65660,30.53427
"4804803",G48004803,"4804803","48",Texas,"04803",Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA,"4804803",,-95.57459,29.07997
"4804802",G48004802,"4804802","48",Texas,"04802",Houston-Galveston Area Council--Brazoria County (Central)--Alvin City PUMA,"4804802",,-95.32653,29.28851
"4804801",G48004801,"4804801","48",Texas,"04801",Houston-Galveston Area Council--Brazoria County (North)--Pearland City PUMA,"4804801",,-95.34701,29.55205
"4800502",G48000502,"4800502","48",Texas,"00502",South Plains Association of Governments--Lubbock County--Lubbock City (Outer) PUMA,"4800502",,-101.81849,33.61160
"4800501",G48000501,"4800501","48",Texas,"00501",South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA,"4800501",,-101.88624,33.56572
"4800700",G48000700,"4800700","48",Texas,"00700",North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA,"4800700",,-98.70361,33.98798
"4806100",G48006100,"4806100","48",Texas,"06100",Alamo Area COG (Southwest) PUMA,"4806100",,-98.97574,29.17726
"4803502",G48003502,"4803502","48",Texas,"03502","Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities PUMA","4803502",,-97.46351,31.03522
"4803501",G48003501,"4803501","48",Texas,"03501",Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities PUMA,"4803501",Netherlands,-97.71554,31.07729
"4802400",G48002400,"4802400","48",Texas,"02400",Parker County PUMA,"4802400",,-97.80510,32.77765
"4804501",G48004501,"4804501","48",Texas,"04501",Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA,"4804501",,-95.45873,30.37742
"4804504",G48004504,"4804504","48",Texas,"04504",Houston-Galveston Area Council--Montgomery County (Southeast) PUMA,"4804504",,-95.26654,30.13418
"4804502",G48004502,"4804502","48",Texas,"04502",Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West) PUMA,"4804502",,-95.66111,30.27685
"4804503",G48004503,"4804503","48",Texas,"04503",Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA,"4804503",,-95.50937,30.17737
"4802301",G48002301,"4802301","48",Texas,"02301",Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA,"4802301",,-96.56649,32.92565
"4802308",G48002308,"4802308","48",Texas,"02308",Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA,"4802308",,-96.65842,32.95051
"4802322",G48002322,"4802322","48",Texas,"02322","Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA","4802322",,-96.95795,32.94470
"4802303",G48002303,"4802303","48",Texas,"02303",Dallas County (East)--Mesquite City (Central & Southeast) PUMA,"4802303",,-96.56765,32.77904
"4802304",G48002304,"4802304","48",Texas,"02304",Dallas County (Southeast)--Dallas City (Southeast) PUMA,"4802304",,-96.64918,32.63240
"4802321",G48002321,"4802321","48",Texas,"02321",Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,"4802321",Nepal,-96.97098,32.86831
"4802302",G48002302,"4802302","48",Texas,"02302",Dallas County (Northeast)--Garland City (South) PUMA,"4802302",,-96.63777,32.87656
"4802320",G48002320,"4802320","48",Texas,"02320",Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA,"4802320",,-96.97536,32.78399
"4802305",G48002305,"4802305","48",Texas,"02305",Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA,"4802305",,-96.65400,32.75453
"4802317",G48002317,"4802317","48",Texas,"02317",Dallas County (South)--DeSoto & Lancaster Cities PUMA,"4802317",,-96.81844,32.59567
"4802310",G48002310,"4802310","48",Texas,"02310","Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635 PUMA","4802310",,-96.85103,32.95318
"4802309",G48002309,"4802309","48",Texas,"02309",Dallas (Far North) & Richardson (Southwest) Cities PUMA,"4802309",,-96.75564,32.95284
"4802307",G48002307,"4802307","48",Texas,"02307",Dallas City (Northeast)--East of US-75 PUMA,"4802307",,-96.73303,32.88902
"4802306",G48002306,"4802306","48",Texas,"02306",Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635 PUMA,"4802306",,-96.69643,32.83009
"4802314",G48002314,"4802314","48",Texas,"02314",Dallas City (East Central)--South of I-30 & East of I-35E PUMA,"4802314",,-96.76063,32.74219
"4802319",G48002319,"4802319","48",Texas,"02319",Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA,"4802319",,-96.96991,32.69683
"4802312",G48002312,"4802312","48",Texas,"02312","Dallas (West Central), University Park Cities & Highland Park Town PUMA","4802312",,-96.84742,32.82781
"4802311",G48002311,"4802311","48",Texas,"02311",Dallas City (North)--South of I-635 & West of US-75 PUMA,"4802311",,-96.82928,32.89167
"4802316",G48002316,"4802316","48",Texas,"02316",Dallas City (South Central)--North of I-20 & West of I-35E PUMA,"4802316",,-96.85670,32.69094
"4802318",G48002318,"4802318","48",Texas,"02318",Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA,"4802318",,-96.96390,32.60569
"4802315",G48002315,"4802315","48",Texas,"02315",Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA,"4802315",,-96.87380,32.76126
"4802313",G48002313,"4802313","48",Texas,"02313",Dallas City (Downtown)--North of I-30 PUMA,"4802313",,-96.77768,32.80641
"4801400",G48001400,"4801400","48",Texas,"01400",Kaufman County PUMA,"4801400",,-96.28780,32.59930
"4804905",G48004905,"4804905","48",Texas,"04905",Fort Bend County (West & South) PUMA,"4804905",,-95.80407,29.50579
"4804901",G48004901,"4804901","48",Texas,"04901",Fort Bend County (East)--Missouri City PUMA,"4804901",,-95.52819,29.56739
"4804902",G48004902,"4804902","48",Texas,"04902",Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA,"4804902",Turkey,-95.61113,29.60027
"4804903",G48004903,"4804903","48",Texas,"04903","Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA","4804903",,-95.71755,29.57085
"4804904",G48004904,"4804904","48",Texas,"04904","Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA","4804904",Nigeria,-95.71611,29.68914
"4805309",G48005309,"4805309","48",Texas,"05309","Travis County (West, South & Outside Austin City) PUMA","4805309",,-97.87270,30.33146
"4805308",G48005308,"4805308","48",Texas,"05308","Austin City (Southwest), Lost Creek & Barton Creek PUMA","4805308",,-97.85683,30.24500
"4805305",G48005305,"4805305","48",Texas,"05305",Austin City (Northwest) PUMA,"4805305",,-97.84253,30.39484
"4805307",G48005307,"4805307","48",Texas,"05307",Austin City (South) PUMA,"4805307",,-97.78544,30.21316
"4805306",G48005306,"4805306","48",Texas,"05306",Austin City (Central) PUMA,"4805306",,-97.74448,30.32035
"4805301",G48005301,"4805301","48",Texas,"05301","Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA","4805301",,-97.52875,30.40035
"4805304",G48005304,"4805304","48",Texas,"05304",Austin City (Southeast) PUMA,"4805304",,-97.71850,30.19648
"4805303",G48005303,"4805303","48",Texas,"05303",Austin City (Northeast) PUMA,"4805303",,-97.64860,30.32479
"4805302",G48005302,"4805302","48",Texas,"05302",Austin City (North) PUMA,"4805302",,-97.71092,30.40772
"4803602",G48003602,"4803602","48",Texas,"03602",Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,"4803602",,-96.30239,30.66080
"4801600",G48001600,"4801600","48",Texas,"01600",East Texas COG (Central)--Gregg County--Longview City PUMA,"4801600",,-94.81695,32.48047
"4801903",G48001903,"4801903","48",Texas,"01903",Collin County (Southwest)--Plano City (Central) PUMA,"4801903",,-96.71100,33.04874
"4801901",G48001901,"4801901","48",Texas,"01901","Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA","4801901",,-96.73833,33.00477
"4801902",G48001902,"4801902","48",Texas,"01902",Collin County (Southwest)--Plano City (West) PUMA,"4801902",,-96.79096,33.07038
"4801904",G48001904,"4801904","48",Texas,"01904","Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA","4801904",,-96.64363,33.07001
"4801905",G48001905,"4801905","48",Texas,"01905",Collin County (Central)--McKinney City PUMA,"4801905",,-96.65984,33.18833
"4801906",G48001906,"4801906","48",Texas,"01906",Collin County (Northwest)--Frisco City (East) & Prosper Town PUMA,"4801906",,-96.76765,33.25937
"4801907",G48001907,"4801907","48",Texas,"01907",Collin County (East) PUMA,"4801907",,-96.47170,33.20102
"4804613",G48004613,"4804613","48",Texas,"04613",Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8 PUMA,"4804613",,-95.50598,29.75624
"4804611",G48004611,"4804611","48",Texas,"04611",Houston City (Northwest)--Between Loop I-610 & Beltway TX-8 PUMA,"4804611",,-95.51458,29.86561
"4804631",G48004631,"4804631","48",Texas,"04631",Harris County (Northwest)--North of US-290 & North of FM-1960 PUMA,"4804631",,-95.62969,29.97412
"4804612",G48004612,"4804612","48",Texas,"04612",Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8 PUMA,"4804612",,-95.51920,29.80225
"4804628",G48004628,"4804628","48",Texas,"04628",Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960 PUMA,"4804628",,-95.55601,29.92549
"4804633",G48004633,"4804633","48",Texas,"04633",Harris County (Northwest)--South of US-290 & West of TX-6 PUMA,"4804633",,-95.67136,29.89950
"4804636",G48004636,"4804636","48",Texas,"04636",Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA,"4804636",,-95.60313,29.81556
"4804637",G48004637,"4804637","48",Texas,"04637","Houston City (West)--Westpark Tollway, West of Beltway TX-8 PUMA","4804637",,-95.59785,29.72495
"4804614",G48004614,"4804614","48",Texas,"04614","Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA","4804614",Eritrea,-95.50626,29.71817
"4804609",G48004609,"4804609","48",Texas,"04609",Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA,"4804609",,-95.40773,29.84712
"4804629",G48004629,"4804629","48",Texas,"04629","Harris County (North)--North of FM-1960, West of I-45 & East of TX-249 PUMA","4804629",,-95.51667,30.01199
"4804630",G48004630,"4804630","48",Texas,"04630",Harris County (Far North)--Tomball City & The Woodlands (Southwest) PUMA,"4804630",,-95.59303,30.08248
"4804634",G48004634,"4804634","48",Texas,"04634",Harris County (West)--Houston City (West)--North of US-90 & West of TX-6 PUMA,"4804634",,-95.68877,29.82615
"4804615",G48004615,"4804615","48",Texas,"04615",Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUMA,"4804615",,-95.51487,29.68698
"4804610",G48004610,"4804610","48",Texas,"04610",Houston City (North)--West of Aldine & Inside Beltway TX-8 PUMA,"4804610",,-95.45726,29.90377
"4804635",G48004635,"4804635","48",Texas,"04635",Houston City (West)--South of I-10 & West of TX-6 PUMA,"4804635",,-95.70239,29.75665
"4804638",G48004638,"4804638","48",Texas,"04638",Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA,"4804638",,-95.59330,29.67676
"4804604",G48004604,"4804604","48",Texas,"04604",Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA,"4804604",,-95.42006,29.74516
"4804626",G48004626,"4804626","48",Texas,"04626","Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960 PUMA","4804626",,-95.43412,29.97693
"4804627",G48004627,"4804627","48",Texas,"04627",Harris County (Far North)--Spring PUMA,"4804627",,-95.41010,30.06031
"4804632",G48004632,"4804632","48",Texas,"04632",Harris County (Far Northwest)--Katy City (Northeast) PUMA,"4804632",,-95.80144,29.97117
"4804616",G48004616,"4804616","48",Texas,"04616",Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA,"4804616",,-95.49140,29.65299
"4804603",G48004603,"4804603","48",Texas,"04603","Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA","4804603",,-95.38492,29.70459
"4804608",G48004608,"4804608","48",Texas,"04608",Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA,"4804608",,-95.35474,29.89782
"4804601",G48004601,"4804601","48",Texas,"04601",Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA,"4804601",,-95.36145,29.79254
"4804607",G48004607,"4804607","48",Texas,"04607",Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA,"4804607",,-95.26336,29.87106
"4804619",G48004619,"4804619","48",Texas,"04619",Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA,"4804619",,-95.25260,29.63302
"4804618",G48004618,"4804618","48",Texas,"04618",Houston City (Southeast)--West of Pasadena City & Outside Loop I-610 PUMA,"4804618",,-95.28802,29.67895
"4804602",G48004602,"4804602","48",Texas,"04602",Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA,"4804602",,-95.30905,29.74022
"4804625",G48004625,"4804625","48",Texas,"04625","Harris County (North)--Houston (North), Humble Cities & Atascocita PUMA","4804625",,-95.27447,29.98211
"4804617",G48004617,"4804617","48",Texas,"04617",Houston City (South)--Between Loop I-610 & Beltway TX-8 PUMA,"4804617",Kuwait,-95.39175,29.62760
"4804620",G48004620,"4804620","48",Texas,"04620",Houston (Southeast) & Webster Cities PUMA,"4804620",,-95.17545,29.56560
"4804606",G48004606,"4804606","48",Texas,"04606","Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA","4804606",,-95.21879,29.77670
"4804624",G48004624,"4804624","48",Texas,"04624",Harris County (Northeast)--Houston City (Far Northeast) PUMA,"4804624",,-95.12190,29.99986
"4804605",G48004605,"4804605","48",Texas,"04605",Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8 PUMA,"4804605",,-95.18606,29.68993
