GISMATCH,GISJOIN,GEOID,STATEFIP,State,PUMA,Name,state_puma,birthplace,x,y
"607507",G06007507,"0607507","06",California,"07507",San Francisco County (South Central)--Bayview & Hunters Point PUMA,"0607507",,-122.39961,37.72635
"602300",G06002300,"0602300","06",California,"02300",Humboldt County PUMA,"0602300",,-123.87348,40.69870
"607503",G06007503,"0607503","06",California,"07503",San Francisco County (Central)--South of Market & Potrero PUMA,"0607503",,-122.40246,37.77051
"609501",G06009501,"0609501","06",California,"09501",Solano County (Southwest)--Vallejo & Benicia Cities PUMA,"0609501",,-122.20624,38.10988
"609503",G06009503,"0609503","06",California,"09503",Solano County (Northeast)--Vacaville & Dixon Cities PUMA,"0609503",England,-121.84271,38.33059
"609502",G06009502,"0609502","06",California,"09502",Solano County (Central)--Fairfield & Suisun City Cities PUMA,"0609502",,-122.04547,38.20929
"609701",G06009701,"0609701","06",California,"09701","Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA","0609701",,-122.92591,38.56228
"609702",G06009702,"0609702","06",California,"09702","Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA","0609702",,-122.60169,38.25199
"609703",G06009703,"0609703","06",California,"09703",Sonoma County (Central)--Santa Rosa City PUMA,"0609703",,-122.72687,38.43035
"609903",G06009903,"0609903","06",California,"09903","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA","0609903",,-120.76888,37.69615
"609901",G06009901,"0609901","06",California,"09901","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA","0609901",,-121.20861,37.42649
"609904",G06009904,"0609904","06",California,"09904",Stanislaus County (Central)--Modesto City (East) PUMA,"0609904",,-120.96125,37.66513
"609902",G06009902,"0609902","06",California,"09902",Stanislaus County (Central)--Modesto City (West) PUMA,"0609902",,-121.02552,37.65534
"606712",G06006712,"0606712","06",California,"06712","Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East) PUMA","0606712",,-121.16722,38.67014
"606711",G06006711,"0606711","06",California,"06711","Sacramento County (South)--Galt, Isleton Cities & Delta Region PUMA","0606711",,-121.31394,38.34888
"606705",G06006705,"0606705","06",California,"06705",Sacramento County (Northwest)--Sacramento City (Northwest/Natomas) PUMA,"0606705",,-121.53775,38.67064
"606706",G06006706,"0606706","06",California,"06706","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda PUMA","0606706",,-121.42982,38.68550
"606702",G06006702,"0606702","06",California,"06702",Sacramento County (Central)--Rancho Cordova City PUMA,"0606702",,-121.25800,38.57607
"606708",G06006708,"0606708","06",California,"06708","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park) PUMA","0606708",,-121.38429,38.51228
"606704",G06006704,"0606704","06",California,"06704","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park PUMA","0606704",Afghanistan,-121.38133,38.65187
"606710",G06006710,"0606710","06",California,"06710",Sacramento County (Central)--Elk Grove City PUMA,"0606710",,-121.40015,38.42165
"606709",G06006709,"0606709","06",California,"06709","Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna) PUMA","0606709",Fiji,-121.48598,38.48319
"606707",G06006707,"0606707","06",California,"06707",Sacramento County (West)--Sacramento City (Central/Downtown & Midtown) PUMA,"0606707",,-121.45731,38.56755
"606701",G06006701,"0606701","06",California,"06701",Sacramento County (North Central)--Citrus Heights City PUMA,"0606701",,-121.28738,38.69103
"606703",G06006703,"0606703","06",California,"06703","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West) PUMA","0606703",,-121.32575,38.62565
"605914",G06005914,"0605914","06",California,"05914",Orange County (Northwest)--Huntington Beach City PUMA,"0605914",,-118.00545,33.69562
"605901",G06005901,"0605901","06",California,"05901","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities PUMA","0605901",,-117.66711,33.48616
"605903",G06005903,"0605903","06",California,"05903","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities PUMA","0605903",,-117.78735,33.59590
"605918",G06005918,"0605918","06",California,"05918",Orange County (Central)--Costa Mesa & Fountain Valley Cities PUMA,"0605918",,-117.92987,33.67765
"605908",G06005908,"0605908","06",California,"05908","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA","0605908",,-118.04459,33.80638
"605915",G06005915,"0605915","06",California,"05915",Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch PUMA,"0605915",,-117.54953,33.59088
"605904",G06005904,"0605904","06",California,"05904",Orange County (Central)--Irvine City (Central) PUMA,"0605904",,-117.78645,33.67617
"605912",G06005912,"0605912","06",California,"05912","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities PUMA","0605912",Vietnam,-117.99766,33.76789
"605905",G06005905,"0605905","06",California,"05905","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado PUMA","0605905",,-117.68188,33.75615
"605902",G06005902,"0605902","06",California,"05902",Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities PUMA,"0605902",,-117.64938,33.60924
"605917",G06005917,"0605917","06",California,"05917",Orange County (Central)--Santa Ana City (East) PUMA,"0605917",,-117.86233,33.73685
"605916",G06005916,"0605916","06",California,"05916",Orange County (Central)--Santa Ana City (West) PUMA,"0605916",,-117.90702,33.73457
"605906",G06005906,"0605906","06",California,"05906","Orange County (North)--Yorba Linda, La Habra & Brea Cities PUMA","0605906",,-117.82468,33.91061
"605910",G06005910,"0605910","06",California,"05910",Orange County (North Central)--Anaheim City (East) PUMA,"0605910",,-117.84923,33.83933
"605911",G06005911,"0605911","06",California,"05911",Orange County (Central)--Orange & Villa Park Cities PUMA,"0605911",,-117.82079,33.80188
"605909",G06005909,"0605909","06",California,"05909",Orange County (North Central)--Anaheim City (West) PUMA,"0605909",,-117.96019,33.82139
"605913",G06005913,"0605913","06",California,"05913",Orange County (Northwest)--Garden Grove City (East) PUMA,"0605913",,-117.94339,33.77777
"605907",G06005907,"0605907","06",California,"05907",Orange County (North Central)--Fullerton & Placentia Cities PUMA,"0605907",,-117.91768,33.88406
"601907",G06001907,"0601907","06",California,"01907","Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA","0601907",,-119.06034,37.01000
"601901",G06001901,"0601901","06",California,"01901","Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA","0601901",,-120.28059,36.48242
"601902",G06001902,"0601902","06",California,"01902",Fresno County (North Central)--Fresno City (North) PUMA,"0601902",,-119.81231,36.84668
"601906",G06001906,"0601906","06",California,"01906",Fresno County (Central)--Clovis City PUMA,"0601906",,-119.65702,36.79204
"601904",G06001904,"0601904","06",California,"01904",Fresno County (Central)--Fresno City (Southwest) PUMA,"0601904",,-119.85859,36.74161
"601903",G06001903,"0601903","06",California,"01903",Fresno County (Central)--Fresno City (East Central) PUMA,"0601903",,-119.72784,36.77654
"601905",G06001905,"0601905","06",California,"01905",Fresno County (Central)--Fresno City (Southeast) PUMA,"0601905",,-119.71620,36.70919
"602905",G06002905,"0602905","06",California,"02905","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA","0602905",,-118.30434,35.31634
"602901",G06002901,"0602901","06",California,"02901","Kern County (West)--Delano, Wasco & Shafter Cities PUMA","0602901",,-119.46230,35.38950
"602903",G06002903,"0602903","06",California,"02903",Kern County (Central)--Bakersfield City (Northeast) PUMA,"0602903",,-118.88405,35.40467
"602902",G06002902,"0602902","06",California,"02902",Kern County (Central)--Bakersfield City (West) PUMA,"0602902",,-119.08629,35.33370
"602904",G06002904,"0602904","06",California,"02904",Kern County (Central)--Bakersfield City (Southeast) PUMA,"0602904",,-118.95418,35.28176
"603726",G06003726,"0603726","06",California,"03726","Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA","0603726",,-118.72002,34.09073
"611106",G06011106,"0611106","06",California,"11106",Ventura County (South Central)--Camarillo & Moorpark Cities PUMA,"0611106",,-119.05951,34.07375
"611103",G06011103,"0611103","06",California,"11103",Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA,"0611103",,-119.19294,34.18359
"611104",G06011104,"0611104","06",California,"11104",Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA,"0611104",,-119.22110,34.26955
"611105",G06011105,"0611105","06",California,"11105","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","0611105",,-119.10770,34.54433
"611102",G06011102,"0611102","06",California,"11102",Ventura County (Southeast)--Thousand Oaks City PUMA,"0611102",,-118.82203,34.19426
"611101",G06011101,"0611101","06",California,"11101",Ventura County (Southeast)--Simi Valley City PUMA,"0611101",,-118.73501,34.26217
"603705",G06003705,"0603705","06",California,"03705",Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA,"0603705",,-118.57804,34.24894
"600702",G06000702,"0600702","06",California,"00702",Butte County (Southeast)--Oroville City & Paradise Town PUMA,"0600702",,-121.51613,39.61465
"600701",G06000701,"0600701","06",California,"00701",Butte County (Northwest)--Chico City PUMA,"0600701",,-121.79160,39.78500
"607701",G06007701,"0607701","06",California,"07701",San Joaquin County (Central)--Stockton City (North) PUMA,"0607701",,-121.31771,38.02322
"607702",G06007702,"0607702","06",California,"07702",San Joaquin County (Central)--Stockton City (South) PUMA,"0607702",,-121.28981,37.94644
"607703",G06007703,"0607703","06",California,"07703","San Joaquin County (South)--Tracy, Manteca & Lathrop Cities PUMA","0607703",,-121.38705,37.69306
"606514",G06006514,"0606514","06",California,"06514",Riverside County (Northwest)--Jurupa Valley & Eastvale Cities PUMA,"0606514",,-117.50812,33.98463
"606511",G06006511,"0606511","06",California,"06511",Riverside County (Northwest)--Riverside City (West) PUMA,"0606511",,-117.45034,33.94621
"606503",G06006503,"0606503","06",California,"06503",Riverside County (Southwest)--Temecula City PUMA,"0606503",,-117.16409,33.49281
"606505",G06006505,"0606505","06",California,"06505","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities PUMA","0606505",,-117.32230,33.65140
"606506",G06006506,"0606506","06",California,"06506",Riverside County (Southwest)--Hemet City & East Hemet PUMA,"0606506",,-116.99499,33.63155
"606504",G06006504,"0606504","06",California,"06504",Riverside County (Southwest)--Murrieta & Wildomar Cities PUMA,"0606504",,-117.19146,33.60079
"606509",G06006509,"0606509","06",California,"06509","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley PUMA","0606509",,-117.33039,33.78374
"606508",G06006508,"0606508","06",California,"06508",Riverside County (Northwest)--Moreno Valley City PUMA,"0606508",,-117.18199,33.92064
"606512",G06006512,"0606512","06",California,"06512","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens PUMA","0606512",,-117.47519,33.84777
"606510",G06006510,"0606510","06",California,"06510",Riverside County (Northwest)--Riverside City (East) PUMA,"0606510",,-117.33310,33.93703
"606513",G06006513,"0606513","06",California,"06513",Riverside County (West Central)--Corona (Northwest) & Norco Cities PUMA,"0606513",,-117.57466,33.89261
"608900",G06008900,"0608900","06",California,"08900",Shasta County--Redding City PUMA,"0608900",,-122.04052,40.76377
"607102",G06007102,"0607102","06",California,"07102",San Bernardino County (West Central)--Victorville & Adelanto Cities PUMA,"0607102",,-117.48230,34.59597
"607103",G06007103,"0607103","06",California,"07103",San Bernardino County (West Central)--Hesperia City & Apple Valley Town PUMA,"0607103",,-117.28058,34.45484
"607105",G06007105,"0607105","06",California,"07105",San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA,"0607105",,-117.09364,34.05068
"607107",G06007107,"0607107","06",California,"07107",San Bernardino County (Southwest)--San Bernardino City (East) PUMA,"0607107",,-117.22446,34.11805
"607112",G06007112,"0607112","06",California,"07112",San Bernardino County (Southwest)--Upland & Montclair Cities PUMA,"0607112",,-117.67062,34.10647
"607111",G06007111,"0607111","06",California,"07111",San Bernardino County (Southwest)--Rancho Cucamonga City PUMA,"0607111",,-117.56486,34.12564
"607115",G06007115,"0607115","06",California,"07115",San Bernardino County (Southwest)--Fontana City (West) PUMA,"0607115",,-117.48317,34.09554
"607108",G06007108,"0607108","06",California,"07108",San Bernardino County (Southwest)--San Bernardino City (West) PUMA,"0607108",,-117.31030,34.13281
"607106",G06007106,"0607106","06",California,"07106","San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities PUMA","0607106",,-117.30567,34.04475
"607109",G06007109,"0607109","06",California,"07109",San Bernardino County (Southwest)--Rialto City PUMA,"0607109",,-117.39787,34.12421
"607110",G06007110,"0607110","06",California,"07110",San Bernardino County (Southwest)--Fontana City (East) PUMA,"0607110",,-117.43843,34.08095
"607114",G06007114,"0607114","06",California,"07114",San Bernardino County (Southwest)--Chino & Chino Hills Cities PUMA,"0607114",,-117.69555,33.96742
"607113",G06007113,"0607113","06",California,"07113",San Bernardino County (Southwest)--Ontario City PUMA,"0607113",,-117.60702,34.04511
"603768",G06003768,"0603768","06",California,"03768",Los Angeles County (Southwest)--Palos Verdes Peninsula PUMA,"0603768",,-118.43827,33.28622
"603760",G06003760,"0603760","06",California,"03760","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities PUMA","0603760",,-118.39116,33.88462
"603765",G06003765,"0603765","06",California,"03765",Los Angeles County (Southeast)--Long Beach City (East) PUMA,"0603765",,-118.12188,33.79801
"603769",G06003769,"0603769","06",California,"03769",Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities PUMA,"0603769",,-118.16778,33.78770
"603766",G06003766,"0603766","06",California,"03766",Los Angeles County (South)--Long Beach City (Southwest & Port) PUMA,"0603766",,-118.20612,33.77607
"603767",G06003767,"0603767","06",California,"03767",Los Angeles County (South)--LA City (South/San Pedro) PUMA,"0603767",,-118.28056,33.76799
"603748",G06003748,"0603748","06",California,"03748",Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities PUMA,"0603748",,-118.40616,33.97516
"603728",G06003728,"0603728","06",California,"03728",Los Angeles County (Southwest)--Santa Monica City PUMA,"0603728",,-118.47984,34.02019
"603727",G06003727,"0603727","06",California,"03727",Los Angeles County (Central)--LA City (Central/Pacific Palisades) PUMA,"0603727",Israel/Palestine,-118.45092,34.10963
"603701",G06003701,"0603701","06",California,"03701",Los Angeles County (North/Unincorporated)--Castaic PUMA,"0603701",,-118.17982,34.53232
"603761",G06003761,"0603761","06",California,"03761",Los Angeles County (South Central)--Torrance City PUMA,"0603761",,-118.33884,33.83924
